,ids,speaker,mfcc_feautres,label,filepath
41,41,nicolas,"[[-803.31024   -803.31024   -803.31024   ... -530.0285    -543.8334
  -541.1656   ]
 [   0.           0.           0.        ...  161.92865    143.23749
   148.04904  ]
 [   0.           0.           0.        ...  -42.478775   -48.664745
   -50.138382 ]
 ...
 [   0.           0.           0.        ...   -2.5734086   -6.4134083
    -9.178682 ]
 [   0.           0.           0.        ...   14.214628     7.0024643
    14.404898 ]
 [   0.           0.           0.        ...   -7.7573385  -16.808084
    -4.8614426]]",2,recordings/2_nicolas_47.wav
42,42,yweweler,"[[-959.15625   -959.15625   -959.15625   ... -750.69293   -772.83685
  -761.2157   ]
 [   0.           0.           0.        ...  110.23935     96.60484
   106.81074  ]
 [   0.           0.           0.        ...  -61.80661    -55.65399
   -61.639027 ]
 ...
 [   0.           0.           0.        ...    6.275317    -6.862776
     2.1276865]
 [   0.           0.           0.        ...    6.703644     5.8790684
     8.061937 ]
 [   0.           0.           0.        ...  -14.420109    -6.1397357
    -6.0990286]]",5,recordings/5_yweweler_45.wav
43,43,nicolas,"[[-838.6058    -838.6058    -838.6058    ... -522.14044   -549.2023
  -550.4108   ]
 [   0.           0.           0.        ...  181.44135    151.53958
   150.91113  ]
 [   0.           0.           0.        ...  -54.78878    -68.27085
   -71.025986 ]
 ...
 [   0.           0.           0.        ...    3.0531466   -6.0622716
     3.8005998]
 [   0.           0.           0.        ...   22.51394     19.471672
    14.534765 ]
 [   0.           0.           0.        ...   -4.050831    10.48497
   -13.841486 ]]",5,recordings/5_nicolas_9.wav
44,44,nicolas,"[[-8.5174323e+02 -8.5174323e+02 -8.5174323e+02 ... -5.5456952e+02
  -5.4764056e+02 -5.5743317e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.6767438e+02
   1.7165936e+02  1.5190042e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -5.6031425e+01
  -5.6501942e+01 -7.2401512e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  7.5472045e-01
  -1.7747407e+00  9.0547407e-01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.0949773e+01
   9.6692410e+00  6.6310158e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -8.7243862e+00
  -1.1218899e+01 -1.2514464e+01]]",7,recordings/7_nicolas_17.wav
45,45,theo,"[[-1033.4268    -1033.4268    -1033.4268    ...  -782.71747
   -783.3329     -768.07306  ]
 [    0.            0.            0.        ...   157.69557
    160.28212     181.41833  ]
 [    0.            0.            0.        ...   -17.923134
    -21.915447     -6.90152  ]
 ...
 [    0.            0.            0.        ...    -6.313126
    -15.562257     -2.0580351]
 [    0.            0.            0.        ...    -4.0755863
     -1.6780498     1.7361606]
 [    0.            0.            0.        ...   -24.571308
    -22.315386    -20.03292  ]]",3,recordings/3_theo_39.wav
46,46,nicolas,"[[-859.0077    -859.0077    -859.0077    ... -547.43427   -561.78485
  -578.80066  ]
 [   0.           0.           0.        ...  174.92023    164.74304
   154.279    ]
 [   0.           0.           0.        ...  -60.86505    -55.93843
   -51.70658  ]
 ...
 [   0.           0.           0.        ...  -10.825553    -2.884408
     5.9613204]
 [   0.           0.           0.        ...    6.2441       3.5279598
    16.594566 ]
 [   0.           0.           0.        ...  -13.34219    -21.18893
   -14.4120245]]",9,recordings/9_nicolas_3.wav
47,47,jackson,"[[-811.36835   -811.36835   -811.36835   ... -574.3269    -601.92004
  -610.5377   ]
 [   0.           0.           0.        ...  183.62125    160.90533
   160.33984  ]
 [   0.           0.           0.        ...    5.8932586    5.210165
    15.261295 ]
 ...
 [   0.           0.           0.        ...   -7.756216    -6.454585
    -1.9925388]
 [   0.           0.           0.        ...   10.419897     2.1857853
    10.336995 ]
 [   0.           0.           0.        ...  -10.980117   -19.850456
    -9.979071 ]]",5,recordings/5_jackson_14.wav
48,48,nicolas,"[[-780.727     -780.727     -780.727     ... -511.13553   -518.88885
  -530.96405  ]
 [   0.           0.           0.        ...  142.44226    131.02017
   119.20794  ]
 [   0.           0.           0.        ...  -76.099846   -80.84384
   -84.58485  ]
 ...
 [   0.           0.           0.        ...    9.491067     5.838399
     7.8089013]
 [   0.           0.           0.        ...   14.360884    21.819275
    24.618818 ]
 [   0.           0.           0.        ...   -0.7818985    4.8286657
    -3.553537 ]]",6,recordings/6_nicolas_30.wav
49,49,theo,"[[-999.2503    -999.2503    -999.2503    ... -756.9454    -763.63354
  -774.7542   ]
 [   0.           0.           0.        ...  160.51997    162.21419
   151.42783  ]
 [   0.           0.           0.        ...  -21.900938   -16.518679
   -16.950844 ]
 ...
 [   0.           0.           0.        ...  -20.029587    -7.9416924
   -20.118675 ]
 [   0.           0.           0.        ...  -12.642786    -1.0456381
    -2.6816087]
 [   0.           0.           0.        ...  -15.221498   -18.443909
   -11.840493 ]]",1,recordings/1_theo_44.wav
50,50,jackson,"[[-7.0050684e+02 -7.0050684e+02 -7.0050684e+02 ... -5.7078491e+02
  -5.9006848e+02 -5.9395673e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.3570877e+02
   1.1700552e+02  1.0736136e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  5.5993683e+01
   5.5031876e+01  4.0742859e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.7425003e+00
   1.0927745e+00  5.2924156e-01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  5.0889454e+00
   6.6046190e+00  6.1471014e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.6338124e+00
   1.3276566e+00 -1.0652404e+00]]",0,recordings/0_jackson_44.wav
51,51,theo,"[[-888.25714   -888.25714   -888.25714   ... -674.8799    -695.65564
  -697.54944  ]
 [   0.           0.           0.        ...  148.99545    137.7485
   127.7363   ]
 [   0.           0.           0.        ...  -38.082397   -27.798214
   -41.37477  ]
 ...
 [   0.           0.           0.        ...   -4.7006016   -8.256765
    -2.8585315]
 [   0.           0.           0.        ...    4.522396    12.380886
    -6.096265 ]
 [   0.           0.           0.        ...   -8.966966    12.318188
   -20.126225 ]]",4,recordings/4_theo_29.wav
52,52,theo,"[[-1024.7927    -1024.7927    -1024.7927    ...  -724.1621
   -730.7507     -737.52     ]
 [    0.            0.            0.        ...   144.38217
    140.62952     141.87892  ]
 [    0.            0.            0.        ...   -90.59009
    -92.51871     -81.89012  ]
 ...
 [    0.            0.            0.        ...   -13.667629
      1.316049     -2.9593163]
 [    0.            0.            0.        ...    10.487955
     16.661768     16.589361 ]
 [    0.            0.            0.        ...   -20.014828
    -19.877945    -21.857853 ]]",6,recordings/6_theo_14.wav
53,53,jackson,"[[-8.0573047e+02 -8.0573047e+02 -8.0573047e+02 ... -5.5170520e+02
  -5.7468683e+02 -5.8666504e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.8489233e+02
   1.6085651e+02  1.7225493e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.0897424e+00
  -8.8064022e+00  1.9686832e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.1077013e+00
   8.5043459e+00 -7.1703930e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  8.7772732e+00
   5.0490704e+00 -6.1216540e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  7.8699607e-01
  -4.3623686e-01 -1.1398383e+01]]",9,recordings/9_jackson_16.wav
54,54,yweweler,"[[-9.2166431e+02 -9.2166431e+02 -9.2166431e+02 ... -7.9855157e+02
  -8.1567529e+02 -7.9997717e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  5.2613808e+01
   4.0026474e+01  4.8970020e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -5.2541893e+01
  -4.7129261e+01 -5.2081394e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  9.5553474e+00
  -6.4592767e-01 -2.1361735e-01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.3813272e+01
  -7.2668111e-01  1.7133720e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -8.4698000e+00
  -5.6302156e+00  1.8495543e+00]]",6,recordings/6_yweweler_48.wav
55,55,theo,"[[-1055.7096    -1055.7096    -1055.7096    ...  -722.2389
   -732.2755     -735.577    ]
 [    0.            0.            0.        ...   195.26547
    189.67145     183.77449  ]
 [    0.            0.            0.        ...   -91.084206
    -88.457016    -86.306526 ]
 ...
 [    0.            0.            0.        ...   -15.302427
     -8.739222     -8.655153 ]
 [    0.            0.            0.        ...    -9.60265
     -3.6908607    -6.333459 ]
 [    0.            0.            0.        ...   -24.442123
    -10.507623    -15.02     ]]",4,recordings/4_theo_34.wav
56,56,lucas,"[[-849.47424   -849.47424   -849.47424   ... -710.2213    -732.2144
  -744.5586   ]
 [   0.           0.           0.        ...   88.54907     73.97217
    71.1254   ]
 [   0.           0.           0.        ...  -10.81547    -16.352722
    -5.428971 ]
 ...
 [   0.           0.           0.        ...    5.6030254    9.827783
     8.140429 ]
 [   0.           0.           0.        ...    8.281014     1.8777466
    22.233332 ]
 [   0.           0.           0.        ...   -2.7889872  -11.265475
     4.0263176]]",9,recordings/9_lucas_3.wav
57,57,theo,"[[-1.03342700e+03 -1.03342700e+03 -1.03342700e+03 ... -6.89214844e+02
  -7.15319214e+02 -7.40775757e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.70684570e+02
   1.59468445e+02  1.38326233e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -9.79733047e+01
  -8.31671600e+01 -1.00238556e+02]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.38626671e+01
  -4.45705605e+00 -6.49026215e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.22457180e+01
   2.29098892e+00  4.16289902e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.46048584e+01
  -1.87291279e+01 -2.45635071e+01]]",8,recordings/8_theo_44.wav
58,58,yweweler,"[[-9.3093585e+02 -9.3093585e+02 -9.3093585e+02 ... -9.0102020e+02
  -8.4663019e+02 -7.5457617e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.0559093e+01
   4.7528568e+01  1.1185173e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.6238409e-01
  -1.9944290e+01 -4.2456867e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.2245188e+00
  -6.4773989e-01 -1.1201104e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  9.1455442e-01
   4.9442692e+00  8.2682343e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -5.7418070e+00
  -4.8094827e-01 -4.8666291e+00]]",6,recordings/6_yweweler_0.wav
59,59,yweweler,"[[-9.7285272e+02 -9.7285272e+02 -9.7285272e+02 ... -7.0919281e+02
  -7.3406970e+02 -7.6854340e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.5013022e+02
   1.2907190e+02  1.2814717e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -6.1982037e+01
  -7.0140350e+01 -3.0603268e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -9.4243330e-01
   5.2280474e-01 -6.1003609e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.1045225e+01
   2.4232342e+01  1.0737602e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.3016802e+01
  -3.0312781e+00 -7.8218168e-01]]",8,recordings/8_yweweler_32.wav
60,60,theo,"[[-716.1208    -759.74115   -763.28894   ... -830.84576   -824.56384
  -837.09204  ]
 [ 115.03691    192.76768    191.97615   ...  117.38747    125.806244
   114.26114  ]
 [  12.783728     4.329112     8.066269  ...  -31.855331   -30.753323
   -33.416008 ]
 ...
 [  -2.8802414   -1.8918443  -14.428343  ...   -8.043372    -3.640505
     5.6640043]
 [  -1.5026981   -2.7651458   -7.067354  ...    5.1305656    8.544646
    18.406015 ]
 [   1.5113174  -15.423283   -18.481186  ...    1.820139    -3.8548675
     3.5090346]]",9,recordings/9_theo_16.wav
61,61,jackson,"[[-799.5795    -799.5795    -799.5795    ... -572.0904    -579.19086
  -585.53375  ]
 [   0.           0.           0.        ...  105.34516     98.53457
    91.399216 ]
 [   0.           0.           0.        ...  -68.66284    -73.77815
   -71.742096 ]
 ...
 [   0.           0.           0.        ...    4.6250596    4.4550543
    11.842827 ]
 [   0.           0.           0.        ...    6.2537813    7.4522753
     7.4537325]
 [   0.           0.           0.        ...  -24.057816   -22.278484
   -25.543308 ]]",8,recordings/8_jackson_6.wav
62,62,nicolas,"[[-787.30756   -787.30756   -787.30756   ... -539.193     -544.3698
  -560.01166  ]
 [   0.           0.           0.        ...  122.65962    123.07564
   120.38589  ]
 [   0.           0.           0.        ...  -71.532906   -68.82294
   -57.680733 ]
 ...
 [   0.           0.           0.        ...    4.9923873   10.018858
     2.440911 ]
 [   0.           0.           0.        ...   13.9595175   17.255108
    16.204727 ]
 [   0.           0.           0.        ...  -13.713924    -6.279659
    -6.1220264]]",8,recordings/8_nicolas_15.wav
63,63,jackson,"[[-829.7185    -829.7185    -829.7185    ... -622.2469    -629.7747
  -646.4083   ]
 [   0.           0.           0.        ...  158.62572    155.80905
   146.00392  ]
 [   0.           0.           0.        ...   16.196268    13.237194
    22.042107 ]
 ...
 [   0.           0.           0.        ...  -16.846687   -16.558592
   -12.847534 ]
 [   0.           0.           0.        ...   -3.3614788  -15.412628
    -5.51071  ]
 [   0.           0.           0.        ...    5.959597    -8.514747
    -2.2086322]]",1,recordings/1_jackson_27.wav
64,64,theo,"[[-6.8657843e+02 -6.9301135e+02 -7.4441522e+02 ... -6.3788373e+02
  -6.8722253e+02 -7.0322296e+02]
 [ 1.4264835e+02  1.4465065e+02  1.2262581e+02 ...  2.0467497e+02
   1.7591765e+02  1.6966428e+02]
 [-6.5268387e+01 -4.5744854e+01 -2.4199162e+01 ... -2.1331482e+01
   6.4090341e-01  8.3459969e+00]
 ...
 [ 4.0564597e-01 -1.1488823e+01 -4.7146254e+00 ... -2.8230519e+00
  -2.8393307e+00 -5.6804552e+00]
 [ 1.3559961e+01  3.6490684e+00  6.3207369e+00 ...  9.9018784e+00
   1.0405522e+01 -2.9556313e+00]
 [-3.7461772e+00 -1.4170492e+01 -4.9238091e+00 ... -1.7236971e+01
  -1.0011259e+01 -1.4849016e+01]]",7,recordings/7_theo_37.wav
65,65,nicolas,"[[-846.14484   -846.14484   -846.14484   ... -541.5043    -532.37585
  -558.4951   ]
 [   0.           0.           0.        ...  173.04758    183.38208
   158.01834  ]
 [   0.           0.           0.        ...  -52.55594    -52.616936
   -56.44438  ]
 ...
 [   0.           0.           0.        ...   -2.6716638    2.8150697
     3.3776495]
 [   0.           0.           0.        ...    5.800398    15.620884
    17.004448 ]
 [   0.           0.           0.        ...   -4.566577    -5.183858
    -4.6044464]]",5,recordings/5_nicolas_0.wav
66,66,nicolas,"[[-817.94006   -817.94006   -817.94006   ... -548.64996   -549.86163
  -541.38336  ]
 [   0.           0.           0.        ...  153.22229    148.69862
   151.68022  ]
 [   0.           0.           0.        ...  -43.347424   -48.577362
   -56.644295 ]
 ...
 [   0.           0.           0.        ...    2.2210693    5.7516627
   -10.771849 ]
 [   0.           0.           0.        ...   11.7971      16.428307
     6.051507 ]
 [   0.           0.           0.        ...   -5.347383    -5.055189
    -7.112513 ]]",7,recordings/7_nicolas_28.wav
67,67,nicolas,"[[-8.0704932e+02 -8.0704932e+02 -8.0704932e+02 ... -5.3313660e+02
  -5.3552246e+02 -5.4116107e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.5732278e+02
   1.4943610e+02  1.4412558e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.7080330e+01
  -6.0568069e+01 -5.8193813e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  8.4309936e-02
  -2.5808268e+00 -1.2067738e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.9374958e+01
   2.3225601e+01  7.3858337e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.0263594e+01
   4.2574463e+00 -3.3782330e+00]]",4,recordings/4_nicolas_5.wav
68,68,george,"[[-813.97797   -813.97797   -813.97797   ... -601.77277   -598.9401
  -590.31006  ]
 [   0.           0.           0.        ...   90.00746     95.16724
   100.41675  ]
 [   0.           0.           0.        ...  -75.88166    -73.20566
   -82.01018  ]
 ...
 [   0.           0.           0.        ...  -21.301422    -4.3443127
   -15.192968 ]
 [   0.           0.           0.        ...    4.3203163    7.194474
    13.201036 ]
 [   0.           0.           0.        ...   -8.680094   -22.771988
    -6.6290765]]",6,recordings/6_george_44.wav
69,69,jackson,"[[-796.8755    -796.8755    -796.8755    ... -619.125     -648.724
  -654.1605   ]
 [   0.           0.           0.        ...  141.19977    122.209305
   110.35788  ]
 [   0.           0.           0.        ...   12.111802     9.867125
     1.3852241]
 ...
 [   0.           0.           0.        ...   -7.4894996  -14.293102
    -6.671028 ]
 [   0.           0.           0.        ...   -7.4027395   -9.44667
    -1.7577004]
 [   0.           0.           0.        ...  -16.690956   -15.619567
    -5.076125 ]]",9,recordings/9_jackson_35.wav
70,70,jackson,"[[-861.84973   -861.84973   -861.84973   ... -613.4477    -648.5173
  -653.25433  ]
 [   0.           0.           0.        ...  175.5426     157.37358
   152.99426  ]
 [   0.           0.           0.        ...  -11.911843    -3.343759
    -2.583071 ]
 ...
 [   0.           0.           0.        ...   -7.202069    -2.1367927
     0.9658525]
 [   0.           0.           0.        ...   -5.477728    -1.3170761
    -6.8291044]
 [   0.           0.           0.        ...  -14.146419    -8.069574
   -22.243938 ]]",9,recordings/9_jackson_31.wav
71,71,george,"[[-9.00278564e+02 -9.00278564e+02 -9.00278564e+02 ... -6.50696106e+02
  -6.55992859e+02 -6.66776245e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.63259857e+02
   1.54407776e+02  1.52036743e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.09956455e+01
  -3.97793198e+01 -2.87537422e+01]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.02693129e+01
  -1.46959915e+01 -1.94815369e+01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  9.12224650e-02
  -9.66450989e-01 -6.90226936e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.14505272e+01
  -3.55416584e+00 -1.97889252e+01]]",3,recordings/3_george_13.wav
72,72,theo,"[[-1083.1025    -1083.1025    -1083.1025    ...  -740.6802
   -764.5238     -770.52264  ]
 [    0.            0.            0.        ...   223.86993
    196.72385     186.58502  ]
 [    0.            0.            0.        ...   -65.167465
    -71.072525    -78.99229  ]
 ...
 [    0.            0.            0.        ...    -7.816684
     -5.085514    -15.370153 ]
 [    0.            0.            0.        ...    -6.2645235
     10.173336     -2.0136833]
 [    0.            0.            0.        ...   -23.549767
    -10.527988    -15.637085 ]]",4,recordings/4_theo_9.wav
73,73,george,"[[-779.2314    -779.2314    -779.2314    ... -638.98645   -635.3017
  -561.0595   ]
 [   0.           0.           0.        ...  104.15021    109.91795
   125.832695 ]
 [   0.           0.           0.        ...   -6.365341    -2.4576147
   -59.90471  ]
 ...
 [   0.           0.           0.        ...   -9.685719   -15.513016
   -16.02564  ]
 [   0.           0.           0.        ...   -8.466988    -2.4252412
    -2.5759802]
 [   0.           0.           0.        ...   -9.255993    -3.8526964
   -12.747936 ]]",7,recordings/7_george_3.wav
74,74,theo,"[[-1061.8071    -1061.8071    -1061.8071    ...  -773.8735
   -782.07306    -789.538    ]
 [    0.            0.            0.        ...   186.56425
    181.46048     170.81454  ]
 [    0.            0.            0.        ...   -34.27903
    -26.374884    -35.6185   ]
 ...
 [    0.            0.            0.        ...    -5.391239
    -19.329876    -12.865257 ]
 [    0.            0.            0.        ...     1.6662259
      1.6043326     3.8957734]
 [    0.            0.            0.        ...   -12.141848
     -4.989343     -6.104822 ]]",1,recordings/1_theo_16.wav
